movie_title,genres,tomatometer_rating,predicted_y,predicted_y_string,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentar,IMAX,Western,Film-Noir,(no genre listed)
Google Me,"Art House & International, Documentary, Special Interest",67,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gook,Drama,94,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Goon,"Comedy, Sports & Fitness",81,1,Certified Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goon: Last of the Enforcers,Comedy,43,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Goonies,"Action & Adventure, Comedy, Kids & Family",76,1,Certified Fresh,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Goosebumps,"Horror, Kids & Family, Mystery & Suspense",78,1,Certified Fresh,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Goosebumps 2: Haunted Halloween,"Comedy, Horror, Kids & Family",47,-1,Rotten,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gordy,"Comedy, Kids & Family",26,-1,Rotten,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gore Vidal: The United States Of Amnesia,"Documentary, Special Interest",83,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gored,Documentary,80,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gori Tere Pyaar Mein,"Comedy, Romance",44,-1,Rotten,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorillas in the Mist: The Story of Dian Fossey,Drama,83,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorky Park,"Drama, Mystery & Suspense",75,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Gosford Park,"Comedy, Drama, Mystery & Suspense",86,1,Certified Fresh,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
The Gospel,"Drama, Faith & Spirituality",32,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Il Vangelo Secondo Matteo (The Gospel According to St. Matthew),"Art House & International, Documentary, Drama",91,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Gospel Hill,Drama,33,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gossip,"Drama, Mystery & Suspense",29,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Gothic,"Art House & International, Drama, Horror, Mystery & Suspense",50,-1,Rotten,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Gothika,"Horror, Mystery & Suspense",15,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Gottfried Helnwein and the Dreaming Child,"Art House & International, Documentary, Musical & Performing Arts",0,-1,Rotten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Gotti,Drama,0,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Governess,"Art House & International, Drama, Romance",65,0,Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Goya's Ghosts,Drama,30,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grabbers,"Comedy, Drama, Horror, Science Fiction & Fantasy",72,0,Fresh,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Grace Is Gone,Drama,62,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grace of My Heart,"Drama, Musical & Performing Arts",75,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Grace Unplugged,"Drama, Faith & Spirituality",50,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Graceland,"Art House & International, Drama, Mystery & Suspense",85,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Gracie,Drama,61,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Graduate,"Classics, Comedy, Drama, Romance",87,1,Certified Fresh,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduation,"Action & Adventure, Comedy, Drama",0,-1,Rotten,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Graduation Day (Día de Graduación),"Horror, Mystery & Suspense",57,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Graffiti Bridge,"Drama, Musical & Performing Arts",19,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Gran Torino,Drama,81,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Canyon Adventure: River at Risk,Documentary,78,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Grand Hotel,"Classics, Drama, Romance",86,1,Certified Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Piano,Mystery & Suspense,79,1,Certified Fresh,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Grand Prix,"Classics, Drama",100,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Theft Parsons,"Comedy, Drama",46,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grandma,Comedy,91,1,Certified Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grandma's Boy,Comedy,16,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Grapes of Wrath,"Classics, Drama",100,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grass,"Documentary, Drama, Special Interest",75,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Grass Harp,"Comedy, Drama",50,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Grass Is Greener,"Classics, Comedy, Romance",88,0,Fresh,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grass Is Greener,Documentary,100,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Grassroots,"Comedy, Drama, Special Interest",50,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grateful Dawg,"Documentary, Musical & Performing Arts",70,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Grave Encounters,Horror,67,0,Fresh,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Grave Encounters 2,Horror,20,-1,Rotten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Grave of the Fireflies (Hotaru no haka),"Animation, Anime & Manga, Art House & International, Drama",100,1,Certified Fresh,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gravedancers,"Horror, Mystery & Suspense",100,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Gravity,"Drama, Science Fiction & Fantasy",96,1,Certified Fresh,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Gravy,"Comedy, Horror",30,-1,Rotten,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gray Lady Down,"Action & Adventure, Drama, Mystery & Suspense",63,0,Fresh,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Gray's Anatomy,"Art House & International, Comedy, Drama, Musical & Performing Arts",55,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Grease,"Comedy, Musical & Performing Arts, Romance",75,1,Certified Fresh,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Grease 2,"Comedy, Musical & Performing Arts, Romance",36,-1,Rotten,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Grease: Live!,"Musical & Performing Arts, Television",92,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Greaser's Palace,"Classics, Comedy, Drama, Western",50,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
A Great Day in Harlem,"Documentary, Musical & Performing Arts, Special Interest",89,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Great Debaters,Drama,79,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Dictator,"Classics, Comedy, Drama",93,1,Certified Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Expectations,"Classics, Drama",100,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Expectations,"Classics, Drama",68,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Gabbo,"Classics, Drama",67,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Lie,"Classics, Drama",60,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Muppet Caper,"Comedy, Kids & Family, Musical & Performing Arts",76,0,Fresh,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Great New Wonderful,"Comedy, Drama",73,1,Certified Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Outdoors,Comedy,40,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Raid,"Action & Adventure, Drama",38,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Great Santini,Drama,95,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Waldo Pepper,"Action & Adventure, Drama",67,0,Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Great White Hype,"Comedy, Drama",45,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Great World of Sound,"Comedy, Drama",81,1,Certified Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Ziegfeld,"Classics, Drama, Musical & Performing Arts, Romance",62,0,Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Greater,"Drama, Sports & Fitness",67,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Greatest Game Ever Played,Drama,63,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Greatest Show on Earth,"Classics, Drama, Kids & Family, Romance",42,-1,Rotten,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Greatest Story Ever Told,"Classics, Drama, Faith & Spirituality",41,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Greed,"Comedy, Drama",47,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Greedy,Comedy,32,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greedy Lying Bastards,"Documentary, Special Interest",68,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Green Book,Drama,77,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Card,"Comedy, Romance",60,0,Fresh,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Dragon,Drama,61,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Green for Danger,"Classics, Drama, Mystery & Suspense",73,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
The Green Hornet,"Action & Adventure, Comedy, Science Fiction & Fantasy",45,-1,Rotten,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Green Lantern,"Action & Adventure, Science Fiction & Fantasy",26,-1,Rotten,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Green Lantern: First Flight,"Action & Adventure, Animation, Science Fiction & Fantasy",50,-1,Rotten,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Green Mile,"Drama, Mystery & Suspense, Science Fiction & Fantasy",78,1,Certified Fresh,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
The Green Pastures,"Classics, Comedy, Drama",76,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Room,Horror,91,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Green Slime,"Drama, Horror, Science Fiction & Fantasy",17,-1,Rotten,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Green Street Hooligans,Drama,47,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenberg,"Comedy, Drama",76,1,Certified Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Greener Grass,Comedy,81,1,Certified Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenfingers,"Comedy, Drama",46,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenlight,"Horror, Mystery & Suspense",71,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Greenwich Village: Music That Defined a Generation,"Documentary, Musical & Performing Arts",71,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Greetings From Tim Buckley,Drama,72,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregory Crewdson: Brief Encounters,"Documentary, Musical & Performing Arts",94,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Gregory's Girl,"Art House & International, Comedy, Drama, Romance",95,0,Fresh,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gremlins,"Comedy, Horror, Science Fiction & Fantasy",85,1,Certified Fresh,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Gremlins 2: The New Batch,"Comedy, Horror, Science Fiction & Fantasy",71,0,Fresh,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Greta,Drama,60,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gretchen,Comedy,83,0,Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grey Gardens,"Documentary, Special Interest",94,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Grey Gardens,"Drama, Television",88,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grey Owl,Drama,17,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Greyfriars Bobby,"Action & Adventure, Drama, Kids & Family",100,0,Fresh,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Greystoke: The Legend of Tarzan, Lord of the Apes","Action & Adventure, Art House & International, Drama, Kids & Family",73,0,Fresh,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gridiron Gang,"Action & Adventure, Drama",42,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Il Grido (The Cry),"Art House & International, Drama",75,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Griff the Invisible,"Art House & International, Comedy, Drama, Romance",63,0,Fresh,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Grifters,"Drama, Mystery & Suspense",91,1,Certified Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Grigris,Drama,67,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gringo,"Action & Adventure, Comedy, Drama",40,-1,Rotten,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gringo Trails,"Action & Adventure, Documentary, Drama",71,0,Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Touchez Pas au Grisbi (Hands Off the Loot),"Art House & International, Drama, Mystery & Suspense",100,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Grizzly Man,Documentary,92,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Le fils de l'épicier (The Grocer's Son),"Art House & International, Drama",90,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Groomsmen,Comedy,52,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Groove,Drama,57,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gross Anatomy,"Comedy, Drama",30,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grosse Pointe Blank,"Action & Adventure, Comedy, Drama, Mystery & Suspense",80,1,Certified Fresh,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Ground Control,"Action & Adventure, Drama, Mystery & Suspense",40,-1,Rotten,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Groundhog Day,"Comedy, Science Fiction & Fantasy, Special Interest, Romance",96,1,Certified Fresh,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Growing Up Smith (Good Ol' Boy),"Comedy, Drama, Kids & Family",73,0,Fresh,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grown Up Movie Star,"Comedy, Drama",80,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grown Ups,Comedy,11,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grown Ups 2,Comedy,8,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Grudge 2,"Horror, Mystery & Suspense",11,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Grudge Match,"Comedy, Drama, Sports & Fitness",31,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grumpier Old Men,Comedy,17,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grumpy Cat's Worst Christmas Ever,Comedy,27,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grumpy Old Men,"Comedy, Drama",63,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
In Bloom,Drama,92,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GTFO: Get the F&#% Out,Documentary,100,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Guardians of the Galaxy,"Action & Adventure, Science Fiction & Fantasy",91,1,Certified Fresh,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Guardians of the Galaxy Vol. 2,"Action & Adventure, Comedy, Science Fiction & Fantasy",85,1,Certified Fresh,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Guarding Tess,"Comedy, Mystery & Suspense",57,-1,Rotten,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Güeros,Comedy,92,1,Certified Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guerrilla: The Taking of Patty Hearst,Documentary,89,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Guess Who,Comedy,42,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guess Who's Coming to Dinner,"Classics, Comedy, Drama, Romance",70,0,Fresh,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guest Artist,Drama,63,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guest of Cindy Sherman,"Documentary, Musical & Performing Arts",71,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Guest of Honour,Drama,41,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guidance,Comedy,88,0,Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Guilty,"Drama, Mystery & Suspense",40,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Guilty,Drama,60,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guilty as Sin,"Drama, Mystery & Suspense",38,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Guilty by Suspicion,Drama,65,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guilty Of Romance,"Art House & International, Drama, Mystery & Suspense",67,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Gulliver's Travels,"Action & Adventure, Comedy, Science Fiction & Fantasy",20,-1,Rotten,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Gumball Rally,"Action & Adventure, Comedy",30,-1,Rotten,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gumby: The Movie,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",20,-1,Rotten,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Gumshoe,"Classics, Comedy, Drama, Mystery & Suspense",100,0,Fresh,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Gun Hill Road,Drama,65,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gun Shy,Comedy,26,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gun Shy,Action & Adventure,0,-1,Rotten,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Guncrazy,"Action & Adventure, Drama, Mystery & Suspense",63,0,Fresh,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Gundala,"Action & Adventure, Drama, Science Fiction & Fantasy",83,0,Fresh,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Gunfight at the O.K. Corral,"Action & Adventure, Classics, Western",82,0,Fresh,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Gunga Din,"Action & Adventure, Classics, Comedy, Drama",92,0,Fresh,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gunless,"Action & Adventure, Comedy, Western",40,-1,Rotten,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Gunnin' for That #1 Spot,"Documentary, Sports & Fitness",74,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Guns Akimbo,"Action & Adventure, Comedy",52,-1,Rotten,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Guns of Navarone,"Action & Adventure, Art House & International, Classics, Drama",92,0,Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Guru,"Art House & International, Drama",83,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut,"Horror, Mystery & Suspense",50,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Guy and Madeline on a Park Bench,"Drama, Musical & Performing Arts",91,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Guy X,Comedy,42,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guys and Balls,"Art House & International, Comedy, Drama, Sports & Fitness",38,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guys and Dolls,"Classics, Comedy, Drama, Musical & Performing Arts",91,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Guzaarish,"Drama, Romance",67,0,Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gwen,"Horror, Mystery & Suspense",73,1,Certified Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Gymkata,"Action & Adventure, Drama",17,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gypsy 83,"Art House & International, Comedy, Drama",54,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
When the Road Bends: Tales of a Gypsy Caravan,"Documentary, Musical & Performing Arts, Special Interest",86,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
H,"Art House & International, Drama, Mystery & Suspense",80,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
H2: Halloween II,Horror,21,-1,Rotten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ha-shoter (Policeman),"Art House & International, Drama",61,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Habermann,"Art House & International, Drama",40,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Habit,"Horror, Mystery & Suspense",74,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Hachi: A Dog's Tale,"Drama, Kids & Family",64,0,Fresh,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hackers,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",33,-1,Rotten,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Hacksaw Ridge,"Action & Adventure, Drama",84,1,Certified Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
